Institutional_Owner,Shelfmark,Title,Publisher,Creator,Type_of_Content,Date_of_Map,Technique,Subject,Annotation,Rights,Language,Date_of_Publication,Distribution_Format,Geographic_Location,Scale_of_Map,Reference_System,Mapping_Methods,Map_Format,Source_Materials,Pagination,Annotation_Edition,Annotation_Library_Index,Other_Annotation,PPN,Region_Keyword,Additional_Signature,Item_URL,OCLC_number,Date_created,Date_modified,CONTENTdm_number,CONTENTdm_file_name,CONTENTdm_file_path
,uklu 02-11-05,Accuratissima totius regni Hispaniae et Portugalliae tabula,[Amstelodami] : per Petr. Schenk,"Sanson, N.",,1700,,krt-1700-spa-atrh,"Met privilege | Titel boven de kaart: L'Espagne distinguee en tous ses royaumes principautes &c scavoir sous la dominacion du Roy catholique les roy.mes de Castille, Leon, Gallice, Navarre, Andalousie, Grenade, Murcie, Aragon, Valence et Maiorque et les prin.tes des Asturies Biscaie et Catalogne sous la dominacion du Roy de Portugal les Roy.mes de Portugal et d'Algarve / par le S. Sanson geographe du Roy |",,,,,74.19 geografie van Europa |,[ca 1:2.500.000],,,45 x 56 cm,kopergrav,1 krt,,,gekleurd |,141719850,4.630 Spanje | 4.610 Portugal |,krt-1700-spa-atrh,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1304,,2012-10-24,2012-10-24,1304,6905.cpd,/Kaarten/image/6905.cpd
,uklu 02-11-07,"Le royaume de Boheme, duché de Silesie, les marquisat de Moravie et de Lusace",A Amsterdam : chez Pierre Schenck,"Sanson, Guillaume",,1700,,krt-1700-tsj-rdbd,"Tweede titel boven de kaart : Estats de la couronne de Boheme, ou sont le royaume de Boheme le duche de Silesie, les marquisats de Moravie, et de Lusace subdivises en leurs principales parties / dresse sur les memoires les plus nouueaux par le Sr. Sanson geographe ordinaire du roy | Met privilege | Beschreven in: Koeman, Atlantes Neerlandici III p. 119 [20] |",,,,,74.19 geografie van Europa |,Schaal [ca. 1:1.100.000],,,49 x 56 cm,kopergrav,1 krt,,,gekleurd |,14172157X,4.435 Bohemen | 4.400 Silezie | 4.440 Moravie |,krt-1700-tsj-rdbd,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1306,,2012-10-24,2012-10-24,1306,6907.cpd,/Kaarten/image/6907.cpd
,uklu 01-25-25,Dominii Ultraiectini tabula accuratissima,'t Amsterdam : by Carel Allardt,"Allard, Carel",,1700,,krt-1700-utr,,,,,,74.20 geografie van Nederland |,[ca. 1:120.000],,,46 x 56 cm,kopergravure,1 krt,,,gekleurd |,141199873,4.210.350 Utrecht (provincie) |,krt-1700-utr,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1308,,2012-10-24,2012-10-24,1308,6909.cpd,/Kaarten/image/6909.cpd
,uklu 01-17-08,Veere,Amstelodami : [F. de Wit],,,1700,,krt-1700-zee,"Beschreven in : Koeman, Atlantes neerlandici, vol. 3, p. 209 |",,,,,74.20 geografie van Nederland |,[ca. 1:3.240],,,41 x 52 cm,kopergrav,1 plattegrond,,,geplakt op linnen |,113039034,4.210.410 Veere |,6246/1972 | ; krt-1700-zee,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1310,,2012-10-24,2012-10-24,1310,6911.cpd,/Kaarten/image/6911.cpd
,uklu 02-11-13,"La Scandinavie et les environs, ou sont les Royaumes de Suede, de Danemark et de Norwege, divisés en leurs principales provinces",A Amsterdam : chez Pierre Schenk,"Sanson, Nicolas",,17XX,,krt-1700-zwe-scan,"Koptitel: La Scandinavie et les environs ou sont les Royaumes de Suede, Danemarck et Norwe, divises en leurs principales provinces, scavoir sous la couronne de Suede celles de Gotlande, Sueonie, Lapponie, Finlande, Ingrie, et Livonie, sous la couronne de Danemarck celles de Iutlande, Sleswyck, Seelande, Fyonie, &c. en Danemarck, celles d'Aggerhus, Bergenhus, Trondhemhus, et Wardhus, en Nowege / par Sr. Sanson geographe ordinaire du Roy | Avec privil. de noc Seigneurs les Etats de Holl. et de West-Frise |",,,,,74.19 geografie van Europa |,[ca. 1:4.600.000],,,46 x 58 cm,kopergrav,1 krt,,,gekleurd |,141967188,4.000 Scandinavie | 4.100 Baltische landen |,krt-1700-zwe-scan,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1312,,2012-10-24,2012-10-24,1312,6913.cpd,/Kaarten/image/6913.cpd
,uklu 01-28-09,Groninga dominium,Prostant Amstelaed[ami] : apud Petrum Schenk et Gerardum Valk,"Wicheringe, Bartholdus",,1702,,krt-1702-grp,"Met privilege | Beschreven in: Vredenberg-Alink, De kaarten van Groningerland, IV A 10 |",,,,,74.20 geografie van Nederland |,[ca. 1:175.000],,,"37,5 x 49 cm",kopergravure,1 krt,,,Grensgekleurd ; rood ingekleurd; geplakt op linnen | Bibliotheek Backer |,151364613,4.210.230 Groningen (provincie) |,BB portef. VII nr. 5 | ; krt-1702-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1314,,2012-10-24,2012-10-24,1314,6915.cpd,/Kaarten/image/6915.cpd
,uklu 02-11-01,Le grand teatre de la guerre en Italie,A Amsterdam : par Pierre Mortier,"Mortier, Pierre",,1702,,krt-1702-ita-gtdl,Met privilege | Met opdracht aan Eugene de Savoye door Pierre Mortier |,,,,,74.19 geografie van Europa |,[ca. 1:425.000],,,"50 x 61,5 cm",kopergrav,1 krt,,Boven de kaart afbeeldingen uit de oorlog en plattegrondje van Cremona |,,140295917,4.480 Zwitserland | 4.660 Italie |,So---- 2 | (6203) | ; krt-1702-ita-gtdl,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1316,,2012-10-24,2012-10-24,1316,6917.cpd,/Kaarten/image/6917.cpd
,uklu 01-07-08,Antiquorum Africae episcopatuum geographica descriptio nova,Amstelaedami : excudit Franciscus Halma,"Eland, H.",,1703,,krt-1703-afr,Met privilege |,,,,,74.23 geografie van Afrika |,[ca. 1:525.000],,,37 x 52 cm,kopergrav,1 krt,,,Gekleurd |,144086948,6.100 Noord-Afrika |,krt-1703-afr,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1318,,2012-10-24,2012-10-24,1318,6919.cpd,/Kaarten/image/6919.cpd
,uklu 02-16-09,"Regnorum Siciliae et Sardiniae nec non Melitae, seu Maltae insulae cum adjectis Italiae et Africae litoribus nova tabula",N[o]rimbergae : Ioh. Bapt. Homann,"Homann, Johann Baptist",,1705,,krt-1705-ita-rses,,,,,,74.19 geografie van Europa |,[ca. 1.500.000],,,"49 x 57,5 cm","kopergravure, gekleurd",1 krt,Met 2 bijkaarten,,,055432328,4.660 Sicilie | 4.660 Sardinie |,krt-1705-ita-rses,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1320,,2012-10-24,2012-10-24,1320,6921.cpd,/Kaarten/image/6921.cpd
,uklu 02-16-16,L'Europe dressée sur les observations de Mrs. de l'Academie Royale des Sciences et quelques autres; &#38; sur les memoires les plus recens,A Amsterdam : chez Pierre Schenk,"L'Isle, G.",,1708,,krt-1708-eur-edsl,Avec privilege |,,,,,74.19 geografie van Europa |,Schaal [ca. 1:11.000.000],,,45 x 57 cm,kopergrav,1 krt,,,gekleurd ; rechtsonder ontbr. een stuk |,155018280,4 Europa (geografie) |,krt-1708-eur-edsl,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1322,,2012-10-24,2012-10-24,1322,6923.cpd,/Kaarten/image/6923.cpd
,uklu 01-16-10,"La Seignevrie d'Ovest-Frise ou Frise Occidentale; Diviseé en ses Trois Parties, subdivisées en leurs Jurisdictions",A Paris : chez H. Iaillot,"Sanson, Guillaume",,1709,,krt-1709-frp,,,,,,74.20 geografie van Nederland |,[ca. 1:220.000],,,43 x 57 cm,kopergravure,1 krt,,,Grensgekleurd |,107992892,4.210.210 Friesland |,krt-1709-frp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1324,,2012-10-24,2012-10-24,1324,6925.cpd,/Kaarten/image/6925.cpd
,uklu 01-02-15,"L'Asie divisée en ses principales regions, et ou peuvent voir l'esteendue des empires, monarchies, royaumes et estats qui partagent presentement l'Asie",A Amsterdam : chez Pierre Mortier,"l'Isle, G.",,1710,,krt-1710-azi,"Tweede titel boven de kaart: Asia divisa in imperia, regna ... | Met privilege |",,,,,74.21 geografie van Azie |,[ca. 1:20.000.000],,,47 x 59 cm,kopergrav,1 krt,,,Gekleurd ; titel boven de kaart beschadigd ; geplakt op papier |,134441613,5 Azie |,krt-1710-azi,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1326,,2012-10-24,2012-10-24,1326,6927.cpd,/Kaarten/image/6927.cpd
,uklu 01-16-11,Ducatus Geldriae tetrachia Arnhemiensis sive Velavia,Amstelodami : apud Covens et Mortier,,,1710,,krt-1710-gel-dgta,"Beschreven in: Koeman, Atlantes neerlandici II p. 80 |",,,,,74.20 geografie van Nederland |,[ca. 1:180.000],,,46 x 56 cm,kopergravure,1 krt,,,handgekleurd |,107990040,4.210.310 Veluwe |,krt-1710-gel-dgta,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1328,,2012-10-24,2012-10-24,1328,6929.cpd,/Kaarten/image/6929.cpd
,uklu 01-18-09,Tetrachia Ducatus Geldriae Neomagensis,Amstelodami : apud P. Mortier,"Wit, Frederick",,1710,,krt-1710-gel-tdgn,"De kaart komt voor in: F. de Wit, Atlas maior. Amstelodami : P. Mortier [ca 1710], Koeman Mor 12 | Beschreven in: Vredenberg Alink, Kaarten van Gelderland en de kwartieren II 9b |",,,,,74.20 geografie van Nederland |,[ca. 1:150.000],,,45 x 56 cm,kopergravure,1 krt,,,gekleurd |,141382511,4.210.310 Betuwe |,krt-1710-gel-tdgn,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1330,,2012-10-24,2012-10-24,1330,6931.cpd,/Kaarten/image/6931.cpd
,uklu 01-18-08,Belgii pars septentrionalis communi nomine vulgo Hollandia nuncupata continens statum potentissimae Batavorum reipublicae seu Provincias VII Foederatas,Norimbergae : Io. Baptista Homann,,,1710,,krt-1710-ned,,,,,,74.20 geografie van Nederland |,[ca. 1:635.000],,,48 x 56 cm,kopergravure,1 krt,Met bijkaarten,,gekleurd |,141355115,4.210 Nederland |,krt-1710-ned,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1332,,2012-10-24,2021-07-14,1332,6933.cpd,/Kaarten/image/6933.cpd
,uklu 04-09-1710,Nieuwe verbeterde Wad en buytenkaart : streckende van't Vlie tot de Eyder ...,'t Amsterdam : by Joannes Loots,"Guitet, Mathurin",,1710,,krt-1710-nne-nvwe,,,,,,74.17 geografie van de wereldzeeen |,[ca 1:500.000],,,"28,5 x 53 cm",kopergrav,1 krt,,Met : Naamen der tonnen gelegen op de Weser ... |,"Linksboven en bovenaan randen bijgesneden | Legaat Mijjer, Collectie Hallema |",114274339,3.113 Waddenzee | 3.113 Noordzee |,krt-1710-nne-nvwe,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1334,,2012-10-24,2012-10-24,1334,6935.cpd,/Kaarten/image/6935.cpd
,uklu 04-07-1713,"La Groningue : suivant les nouvelles observations de Messrs de l'Academie Royale des sciences, etc. augmentes de nouveau",A Leide : chez Pierre van der Aa,"Aa, Pierre",,171X,,krt-1713-grp-gsln  krt-1713-grp-gsln-a,"Met privilege | Beschreven in: Vredenberg-Alink, De kaarten van Groningerland. 1974 (VI A 21) |",,,,,74.20 geografie van Nederland |,[ca. 1:285.000],,,"22,5 x 29,5 cm",kopergravure,1 krt,,,"Zonder gedrukte omlijsting, gekleurd | Met gedrukte omlijsting, echter de onderrand is niet volledig afgedrukt |",120296551,4.210.230 Groningen (provincie) |,krt-1713-grp-gsln,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1337,,2012-10-24,2012-10-24,1337,6938.cpd,/Kaarten/image/6938.cpd
,uklu 01-23-30,Nieuwe verbeterde paskaart van 't Texel en Vlie stroom,'t Amsterdam : by Joannes Loots,"Middagten, Ch.",,1713,,krt-1713-nho-texel,,,,,,74.20 geografie van Nederland |,Schaal [ca 1:225.000],,,"24,5 x 39,5 cm",kopergravure,1 kaart,,,"Legaat Mijjer, Collectie Hallema |",114416761,3.113 Waddenzee |,krt-1713-nho-texel,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1339,,2012-10-24,2012-10-24,1339,6940.cpd,/Kaarten/image/6940.cpd
,uklu 01-01-48,Beschryvinge van de wandeling der apostelen ende de reysen Pauli : mitsgaders de landen en de rijcken daer sij het Evangelium eerst hebben vercondicht,[Amsterdam : Isaac van der Putte],,,1715,,krt-1715-azi  krt-1715-azi-v,"Genummerd rechtsonder: 6 | Beschreven in: Poortman en Augusteijn, Kaarten in bijbels p. 250 |",,,,,11.49 bijbel: overige |,[ca. 1:1.700.000],,,31 x 49 cm,kopergravure,1 krt,,Verso: Korte beschrijvinge van de lantschappen des werelts : hoe deselve na de Zundt-vloet zijn verdeeld [etc.] [tekst] |,,159213436,,krt-1715-azi,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1342,,2012-10-24,2012-10-24,1342,6943.cpd,/Kaarten/image/6943.cpd
,uklu 01-01-50,De gelegentheyt van 't Paradys ende 't landt Canaan : mitsgaders de eerst bewoonde landen der patriarchen,In Amsterdam : by Isaac van der Putte,,,1715,,krt-1715-azi-gvtp  krt-1715-azi-gvtp-v,"Genummerd rechtsonder : 2 | Beschreven in: Poortman en Augusteijn, Kaarten in bijbels p. 246 |",,,,,11.41 onderzoek en interpretatie van het Oude Testament |,[ca. 1:4.500.000],,,31 x 48 cm,kopergravure,1 krt,,Verso: Verklaringe over de geographische beschrijvinge des Paradys [etc.] [tekst] |,,159221374,5.200 Zuidwest-Azie |,krt-1715-azi-gvtp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1345,,2012-10-24,2012-10-24,1345,6946.cpd,/Kaarten/image/6946.cpd
,uklu 01-14-05,[Kaart van Drenthe en Westerwolde],Amstelodami : ex officina I. Covens et C. Mortier ; Amstelodami : apud F. de Wit,"Pijnacker, Cornelis",,1715,,krt-1715-drp,Met opdracht: Illustribus ac potentibus comitatus Drentiae d.d. Statoribus Eorumq[ue] Deputatis Viris nobiliimis Eminentiimis Prudentiimisq[ue] reflorescentis provinciae et Westerwoldiae dominii typum emendatum ... dedicat Cornelis Pynacker |,,,,,74.20 geografie van Nederland |,[ca. 1:180.000],,,38 x 48 cm,kopergrav,1 krt,,,Geplakt op linnen | Bibliotheek Backer |,134601440,4.210.250 Drenthe | 4.210.230 Westerwolde |,BACKER PORT 04 NO03 | BB portef. IV nr. 3 | ; krt-1715-drp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1347,,2012-10-24,2012-10-24,1347,6948.cpd,/Kaarten/image/6948.cpd
,uklu 01-01-51,'t Beloofde landt Canaan : doorwandelt van onsen Heere ende Salichmaecker Iesu Christo neffens syne Apostelen,In Amsterdam : by Isaac van der Putten,,,1715,,krt-1715-pal-blc  krt-1715-pal-blc-v,"Beschreven in: Poortman en Augusteijn, Kaarten in bijbels p. 249 |",,,,,11.41 onderzoek en interpretatie van het Oude Testament |,[ca. 1:1.000.000],,,31 x 47 cm,kopergravure,1 krt,,Verso: tekst |,Van de kaart ontbreekt de linker helft |,159222877,5.225 Palestina |,krt-1715-pal-blc,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1350,,2012-10-24,2012-10-24,1350,6951.cpd,/Kaarten/image/6951.cpd
,uklu 01-01-47,Ierusalem,[Amsterdam : Isaac van der Putte],,,1715,,krt-1715-pal-ieru  krt-1715-pal-ieru-v,"Beschreven in: Poortman en Augusteijn, Kaarten in bijbels p. 248 |",,,,,11.49 bijbel: overige |,[ca. 1:5.000],,,"32,5 x 43 cm",kopergravure,1 krt,,Verso: Beschryvinge van Jerusalem [tekst] |,,159196906,5.225 Jeruzalem |,krt-1715-pal-ieru,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1353,,2012-10-24,2012-10-24,1353,6954.cpd,/Kaarten/image/6954.cpd
,uklu 01-01-49,"Perigrinatie ofte veertichiarige reyse der kinderen Israels uyt Egipten, door de Roodezee : mitsgaders de woestyne tot in 't beloofde landt Canaan : met groote vlijt uyt verscheyden auctoren by een gestelt, uyt de H.Schrift gecorigeert, ende in 't licht gegeven",t' Amsterdam : by Isaac van der Putte,,,1715,,krt-1715-pal-povr  krt-1715-pal-povr-v,"Genummerd rechtsonder: 3 | Beschreven in: Poortman en Augusteijn, Kaarten in bijbels p. 247 |",,,,,11.41 onderzoek en interpretatie van het Oude Testament |,[ca. 1:1.500.000],,,"31,5 x 48 cm",kopergravure,1 krt,,"Verso: Korte beschrijvinge van de reyse der kinderen Israels, uyt Egypten [etc.] [tekst] |",,159220149,,krt-1715-pal-povr,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1356,,2012-10-24,2012-10-24,1356,6957.cpd,/Kaarten/image/6957.cpd
,uklu 01-01-46,Werreldt kaert,[Amsterdam : Isaac van der Putte],,,1715,,krt-1715-wer  krt-1715-wer-v,"Genummerd rechtsonder: 1 | Beschreven in: Poortman en Augusteijn, Kaarten in bijbels p. 245 |",,,,,74.13 geografie van de aarde |,[ ca. 1:100.000.000],,,31 x 48 cm,kopergravure,1 krt,,Verso: Korte beschrijvinge van de lantschappen des Werrelts [tekst] |,,159196531,Aarde (planeet) |,krt-1715-wer,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1359,,2012-10-24,2012-10-24,1359,6960.cpd,/Kaarten/image/6960.cpd
,uklu 04-09-1718,"Geographische Vorstellung der jmmerlichen Wasser-Flutt in Nieder-Teutschland, welche den 25. Dec. Ao. 1717, in der heiligen Christ-Nacht [...] einen grossen theil derer Hertzogth. Holstein und Bremen, die Grafsch. Oldenburg, Frislandt, Grningen und Nort-Holland berschwemet hat",Nrnberg : Ioh. Bapt. Homann,"Homann, Johann Baptist",,1718,,krt-1718-dui-gvdj,"Met illustraties en historische toelichtingen | Lit.: A.W. Lang, Die 'Weihnachtsflut' vom 25. Dezember 1717 ; Juist 1963 (Nordseekueste Heft 7) | Het geinundeerde gebied is door inkleuring aangegeven |",,,,,74.19 geografie van Europa |,[ca. 1:580.000],,,47 x 58 cm,"kopergravure, gekleurd",1 krt,Inzet linksboven,,,041821114,4.415 Noordwest-Duitsland | 4.210.200 Noord-Nederland |,krt-1718-dui-gvdj,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1361,,2012-10-24,2012-10-24,1361,6962.cpd,/Kaarten/image/6962.cpd
,uklu 01-28-11,Groningæ et Omlandiæ dominium : vulgo de provincie van Stadt en Lande : cum subjacent. territ. præfect. et tractibus,[Amsterdam] : apud Petrum Schenk junior,"Starckenburg, Lud. Tjardae a",,1720,,krt-1720-grp  krt-1720-grp-a,"Beschreven in: Vredenberg-Alink, De kaarten van Groningerland, V A 4 |",,,,,74.20 geografie van Nederland |,[ca. 1:130.000],,,"45,5 x 45 cm",kopergrav,1 krt,,,Gekleurd; geplakt op linnen | Bibliotheek Backer | Gekleurd; geplakt op linnen | Bibliotheek Backer |,151387451,4.210.230 Groningen (provincie) |,BB portef. VII nr. 7 | BB portef. VII nr. 8 | ; krt-1720-grp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1364,,2012-10-24,2012-10-24,1364,6965.cpd,/Kaarten/image/6965.cpd
,uklu 02-16-12,Mappa geographica regnum Bohemiae cum adiunctis ducatu Silesiae et marchionatib[us] Moraviae et Lusatiae repraesentans,Aug[ustae] : cura et sumtibus Matth. Seutteri,"Seutter, Matthaeus",,1720,,krt-1720-tsj-bohe,Met privilege |,,,,,74.19 geografie van Europa |,[ca. 1:965.000],,,50 x 58 cm,kopergravure,1 krt,,,gekleurd | rechtsonder beschadigd |,137161808,4.435 Bohemen |,krt-1720-tsj-bohe,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1366,,2012-10-24,2012-10-24,1366,6967.cpd,/Kaarten/image/6967.cpd
,uklu 01-26-03,Zelandiae comitatus novissima tabula,Amsterdam : Wed. Ottens en Zoone,"Visscher, Claes Janszoon",,1720,,krt-1720-zee-2  krt-1720-zee-3  krt-1720-zee-5  krt-1720-zee-6,"Drie bladen dragen afzonderlijke titels: Nieuwe kaart van 't eiland Schouwen en Duiveland, Nieuwe kaart van het eiland Walcheren en t Meerder deel van Staats Vlaenderen | Beschreven in: De Waard, Inventaris van kaarten en teekeningen [...] (42-50) |",,,,,74.20 geografie van Nederland |,Schaal [ca. 1:42.000],,,"139x159 cm, elk blad 46x52,5 cm",kopergravure,1 wandkaart in 9 losse bladen,,,"De kaartbladen 1, 4 en 7-9 ontbreken |",095128077,4.210.410 Zeeland (provincie) |,krt-1720-zee-2,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1371,,2012-10-24,2012-10-24,1371,6972.cpd,/Kaarten/image/6972.cpd
,uklu 01-26-02,Nieuwe kaart van 't eiland Schouwen en Duiveland : zijnde het vrugtbaarste gedeelte van het Graafschap van Zeeland,te Amsterdam : bij de Wed. Ottens en zoone,"Visscher, N.J.",,1720,,krt-1720-zee-kleur,Links het titelvignet en de titel: Zelandiae comitatus novissima tabula delineata per Nicolaum I. Vischerum nunc autem emandata et aucta per R. Ottens |,,,,,74.20 geografie van Nederland |,Schaal [ca. 1:42.000],,,"elk bl. 47 x 51,5 cm",kopergrav,1 krt in 2 bl,,,gekleurd |,159680379,4.210.410 Schouwen-Duiveland |,krt-1720-zee-kleur,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1373,,2012-10-24,2012-10-24,1373,6974.cpd,/Kaarten/image/6974.cpd
,uklu 02-16-07,"Nova tabula Scaniæ quae est Gothia Australis, provincias Scaniam, Hallandiam, et Blekingiam complectens",Norimbergæ : Ioh. Bapt. Homanno,"Homann, Johann Baptist",,1720,,krt-1720-zwe-ntsq,,,,,,74.19 geografie van Europa |,[ca. 1 : 475.000],,,"47,5 x 57,5 cm",kopergravure,1 krt,,,gekleurd |,13634061X,4.050 Zuid-Zweden |,krt-1720-zwe-ntsq,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1375,,2012-10-24,2012-10-24,1375,6976.cpd,/Kaarten/image/6976.cpd
,uklu 01-07-20,Amstelodami veteris et novissimae vrbis accvratissima delineatio,[Amsterdam] : by I. Covens en C. Mortier,"Stalpaert, Daniel",,1721,,krt-1721-nho,"Met privilege | Beschreven in: D'Ailly, Catalogus van Amsterdamsche plattegronden p. 65 256 |",,,,,74.20 geografie van Nederland |,[ca. 1:7.000],,,49 x 58 cm,kopergravure,1 plgr,,Met Aenwysingen der straaten en steegen (nrs 1-288)en Naemen der bollewercken (nrs 1-28) |,"Geplakt op karton | Legaat Mijjer, collectie Hallema |",147792266,4.210.150 Amsterdam (stad) |,Mijjer | ; krt-1721-nho,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1377,,2012-10-24,2012-10-24,1377,6978.cpd,/Kaarten/image/6978.cpd
,uklu 04-09-plaat1-1725,'t Landschap Drent,[Amsterdam : R. &#38; J. Ottens],,,1725,,krt-1725-drp-ld,"Beschreven in: Koeman, Atlantes Neerlandici II, p. 92 |",,,,,74.20 geografie van Nederland |,[ca. 1:380.000],,,17 x 23 cm,kopergrav,1 krt,,,gekleurd |,156836823,4.210.250 Drenthe |,krt-1725-drp-ld,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1379,,2012-10-24,2012-10-24,1379,6980.cpd,/Kaarten/image/6980.cpd
,uklu 01-17-04,Arnhem,te Amsterdam : by J.Covens en C.Mortier,,,1725,,krt-1725-gel-arnh,,,,,,74.20 geografie van Nederland |,[ca. 1:3.200],,,44 x 40 cm,kopergrav,1 plattegrond,,Met Namen va[n] poorte[n] en gebouwen en Namen der straeten en marckten | Met stadsgezicht vanuit het Zuiden |,geplakt op linnen |,113052650,4.210.310 Arnhem |,6252/1972 | ; krt-1725-gel-arnh,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1381,,2012-10-24,2012-10-24,1381,6982.cpd,/Kaarten/image/6982.cpd
,uklu 01-17-06,Doesburgh,Amstelodami : apud I.Covens et C.Mortier,,,1725,,krt-1725-gel-does,,,,,,74.20 geografie van Nederland |,[ca. 1:5.800],,,42 x 52 cm,kopergrav,1 plattegrond,,,geplakt op linnen |,113050410,4.210.310 Doesburg |,6249/1972 | ; krt-1725-gel-does,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1383,,2012-10-24,2012-10-24,1383,6984.cpd,/Kaarten/image/6984.cpd
,uklu 01-17-07,Zutphen,'t Amsterdam : by Covens en Mortier,,,1725,,krt-1725-gel-zvtp,,,,,,74.20 geografie van Nederland |,[ca. 1:6.000],,,43 x 52 cm,kopergrav,1 plattegrond,,,geplakt op linnen |,113031742,4.210.310 Zutphen |,6248/1972 | ; krt-1725-gel-zvtp,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/1385,,2012-10-24,2012-10-24,1385,6986.cpd,/Kaarten/image/6986.cpd
